trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
144,False,"{'a': 0.4, 'e': 0.27202338832073747}",20,0,-6.065711152216215,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.4, 'e': 0.26957517782585083}",25,13,11.477267402122871,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.4, 'e': 0.2671490012254182}",25,7,-27.200501855750325,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
147,False,"{'a': 0.4, 'e': 0.2647446602143894}",25,9,-2.7171136725769554,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
148,False,"{'a': 0.4, 'e': 0.2623619582724599}",25,12,-18.25592529639657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.4, 'e': 0.26000070064800773}",20,15,7.746994211363402,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.4, 'e': 0.25766069434217564}",25,16,0.7549694360518826,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.4, 'e': 0.25534174809309607}",20,6,10.217457312524113,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.4, 'e': 0.2530436723602582}",30,8,-1.2883155499777024,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.4, 'e': 0.2507662793090159}",30,17,13.737638735498518,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.4, 'e': 0.24850938279523477}",25,13,15.08168887260463,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.4, 'e': 0.24627279835007765}",25,16,-38.24106467500454,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
156,False,"{'a': 0.4, 'e': 0.24405634316492694}",30,0,-34.75515769497597,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
157,False,"{'a': 0.4, 'e': 0.2418598360764426}",30,22,11.531575244662703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.4, 'e': 0.23968309755175463}",20,15,1.5192752068908244,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.4, 'e': 0.23752594967378884}",25,10,16.53861927437217,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.4, 'e': 0.23538821612672475}",20,11,1.6629988055715657,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.4, 'e': 0.23326972218158423}",35,19,24.75372139835875,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.4, 'e': 0.23117029468194997}",25,11,-8.236599031731819,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
163,False,"{'a': 0.4, 'e': 0.2290897620298124}",20,11,5.869463866155404,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.4, 'e': 0.2270279541715441}",25,8,-26.584243885317566,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
165,False,"{'a': 0.4, 'e': 0.2249847025840002}",25,15,-37.05814284482604,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.4, 'e': 0.2229598402607442}",20,13,2.4288497520696195,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.4, 'e': 0.2209532016983975}",20,0,4.095588639046795,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
168,False,"{'a': 0.4, 'e': 0.21896462288311191}",20,6,3.8058885169382854,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.4, 'e': 0.2169939412771639}",30,20,-11.893080891650524,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
170,False,"{'a': 0.4, 'e': 0.21504099580566943}",30,0,-21.226433339591008,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
171,False,"{'a': 0.4, 'e': 0.2131056268434184}",25,15,-32.171749304553394,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
172,False,"{'a': 0.4, 'e': 0.21118767620182766}",25,11,12.628905959851366,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.4, 'e': 0.2092869871160112}",20,6,24.19757576529854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.4, 'e': 0.2074034042319671}",30,8,41.667092817647394,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.4, 'e': 0.2055367735938794}",20,11,11.34986679932707,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.4, 'e': 0.20368694263153447}",25,15,6.237198928003501,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.4, 'e': 0.20185376014785067}",20,16,8.854260138762697,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.4, 'e': 0.20003707630652}",20,3,-47.23714558550761,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
179,False,"{'a': 0.4, 'e': 0.19823674261976132}",20,12,4.4588661921049955,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.4, 'e': 0.19645261193618346}",25,0,-48.33538323892849,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
181,False,"{'a': 0.4, 'e': 0.19468453842875783}",30,7,7.906124182035388,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
182,False,"{'a': 0.4, 'e': 0.192932377582899}",20,2,-24.632124753341486,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
183,False,"{'a': 0.4, 'e': 0.19119598618465292}",30,18,19.810395421417176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
