trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
39,True,"{'a': 0.0, 'e': 0.0}",35,0,-215.79301401870694,"{0: 16, 1: 4, 2: 11, 3: 3, 4: 1}",0
40,True,"{'a': 0.0, 'e': 0.0}",35,25,-37.29422967097634,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
41,True,"{'a': 0.0, 'e': 0.0}",25,0,-106.65977122699096,"{0: 13, 1: 6, 2: 3, 3: 3, 4: 0}",0
42,True,"{'a': 0.0, 'e': 0.0}",25,0,-141.98867701510167,"{0: 15, 1: 6, 2: 1, 3: 0, 4: 3}",0
43,True,"{'a': 0.0, 'e': 0.0}",30,0,-94.14188204920978,"{0: 18, 1: 2, 2: 9, 3: 1, 4: 0}",0
44,True,"{'a': 0.0, 'e': 0.0}",20,0,-98.8738949183244,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
45,True,"{'a': 0.0, 'e': 0.0}",20,0,-100.11667561264048,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
46,True,"{'a': 0.0, 'e': 0.0}",30,0,-212.92986650877697,"{0: 16, 1: 6, 2: 4, 3: 0, 4: 4}",0
47,True,"{'a': 0.0, 'e': 0.0}",25,0,-139.13881279898175,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
48,True,"{'a': 0.0, 'e': 0.0}",20,7,-60.097144755379595,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
49,True,"{'a': 0.0, 'e': 0.0}",30,0,-179.4213012332101,"{0: 16, 1: 7, 2: 4, 3: 0, 4: 3}",0
50,True,"{'a': 0.0, 'e': 0.0}",20,0,-66.71843764952006,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
