trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
17,False,"{'a': 0.9, 'e': 0.7}",35,0,-118.6126873662328,"{0: 25, 1: 3, 2: 2, 3: 4, 4: 1}",0
18,False,"{'a': 0.9, 'e': 0.7}",25,0,-74.36203310699334,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
19,False,"{'a': 0.9, 'e': 0.7}",25,0,-220.40250465666477,"{0: 11, 1: 4, 2: 5, 3: 2, 4: 3}",0
20,False,"{'a': 0.9, 'e': 0.7}",20,7,-52.53617616591636,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,10,-66.82695551703355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,3,36.011048266564785,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,19,13.177078440195565,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,10,-23.374574121993945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,16,7.022499237247292,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,6,20.3220646078541,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,4,31.303166930464737,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,10,17.365672144511535,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,18,9.680767571782521,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,15,17.28641476300669,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,16,5.519713027630714,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,2,7.711848931417542,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",25,18,14.794638823365899,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",25,8,7.110144250247236,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",20,11,16.654844693620912,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,10,20.753432624515952,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",25,13,19.421535345560667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",25,1,-30.573401612779175,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 1}",1
19,True,"{'a': 0.0, 'e': 0.0}",25,16,0.6474929287688753,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,2,15.894613500292268,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",20,10,18.93498183253864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",35,23,24.514205554982418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",25,19,13.09786720755016,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",25,20,11.398699150281635,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,12,-29.20083676549144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
26,True,"{'a': 0.0, 'e': 0.0}",30,8,34.63309667300895,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",20,13,13.81982380490351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",30,14,9.662628258028956,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",20,13,13.367136194587394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",20,0,-34.11395061641583,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
31,True,"{'a': 0.0, 'e': 0.0}",20,6,22.88557279358626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",30,14,30.082341661720882,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",30,10,35.268170670760384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",30,1,-23.09857711401242,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 1}",1
35,True,"{'a': 0.0, 'e': 0.0}",20,1,24.684248354978582,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",25,11,27.832205566626765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",25,13,-18.98767436285921,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",25,20,8.697166894044031,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",30,23,10.997465239068568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",20,3,28.254841718628626,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",25,14,17.345929121546664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",20,6,27.88912505627122,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.0, 'e': 0.0}",20,12,17.436419292731564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.0, 'e': 0.0}",30,18,18.888851911572083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.0, 'e': 0.0}",25,0,6.212805740906326,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
46,True,"{'a': 0.0, 'e': 0.0}",20,5,23.15318435624572,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",25,13,-33.822440018586924,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
48,True,"{'a': 0.0, 'e': 0.0}",30,13,30.395538990335734,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.0, 'e': 0.0}",20,12,1.529484274538866,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
50,True,"{'a': 0.0, 'e': 0.0}",20,13,-12.130611900678833,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
